image,folder,true_label,pred_label,confidence,error_type
img_000001.jpg,Fire,1,0,0.9956,FN
img_000004.jpg,Fire,1,0,0.9985,FN
img_000007.jpg,Fire,1,0,0.9677,FN
img_000010.jpg,Fire,1,0,0.5017,FN
img_000013.jpg,Fire,1,0,0.9983,FN
img_000016.jpg,Fire,1,0,0.974,FN
img_000019.jpg,Fire,1,0,0.9939,FN
img_000022.jpg,Fire,1,0,0.9977,FN
img_000028.jpg,Fire,1,0,0.9704,FN
img_000031.jpg,Fire,1,0,0.9894,FN
img_000034.jpg,Fire,1,0,0.9969,FN
img_000037.jpg,Fire,1,0,1.0,FN
img_000040.jpg,Fire,1,0,0.9983,FN
img_000043.jpg,Fire,1,0,0.998,FN
img_000046.jpg,Fire,1,0,0.9917,FN
img_000049.jpg,Fire,1,0,0.9958,FN
img_000052.jpg,Fire,1,0,0.9962,FN
img_000055.jpg,Fire,1,0,0.9962,FN
img_000058.jpg,Fire,1,0,0.9967,FN
img_000061.jpg,Fire,1,0,0.9972,FN
img_000064.jpg,Fire,1,0,0.9928,FN
img_000067.jpg,Fire,1,0,0.9805,FN
img_000070.jpg,Fire,1,0,0.9902,FN
img_000073.jpg,Fire,1,0,0.8995,FN
img_000076.jpg,Fire,1,0,0.9833,FN
img_000079.jpg,Fire,1,0,0.9558,FN
img_000082.jpg,Fire,1,0,0.9909,FN
img_000085.jpg,Fire,1,0,0.7913,FN
img_000088.jpg,Fire,1,0,0.9817,FN
img_000091.jpg,Fire,1,0,0.982,FN
img_000094.jpg,Fire,1,0,0.9904,FN
img_000097.jpg,Fire,1,0,0.9937,FN
img_000100.jpg,Fire,1,0,0.9877,FN
img_000103.jpg,Fire,1,0,0.9975,FN
img_000106.jpg,Fire,1,0,0.9945,FN
img_000109.jpg,Fire,1,0,0.9499,FN
img_000112.jpg,Fire,1,0,0.9868,FN
img_000115.jpg,Fire,1,0,0.9869,FN
img_000118.jpg,Fire,1,0,0.9718,FN
img_000121.jpg,Fire,1,0,0.9514,FN
img_000124.jpg,Fire,1,0,0.7844,FN
img_000127.jpg,Fire,1,0,0.9773,FN
img_000130.jpg,Fire,1,0,0.9927,FN
img_000133.jpg,Fire,1,0,0.9907,FN
img_000136.jpg,Fire,1,0,0.9972,FN
img_000139.jpg,Fire,1,0,0.9953,FN
img_000142.jpg,Fire,1,0,0.9877,FN
img_000145.jpg,Fire,1,0,0.9879,FN
img_000148.jpg,Fire,1,0,0.9972,FN
img_000151.jpg,Fire,1,0,0.9199,FN
img_000154.jpg,Fire,1,0,0.9758,FN
img_000157.jpg,Fire,1,0,0.989,FN
img_000160.jpg,Fire,1,0,0.9882,FN
img_000163.jpg,Fire,1,0,0.9732,FN
img_000166.jpg,Fire,1,0,0.989,FN
img_000169.jpg,Fire,1,0,0.9907,FN
img_000184.jpg,Fire,1,0,0.577,FN
img_000187.jpg,Fire,1,0,0.5683,FN
img_000193.jpg,Fire,1,0,0.9102,FN
img_000196.jpg,Fire,1,0,0.9978,FN
img_000199.jpg,Fire,1,0,0.9719,FN
img_000202.jpg,Fire,1,0,0.9511,FN
img_000205.jpg,Fire,1,0,0.9619,FN
img_000217.jpg,Fire,1,0,0.9813,FN
img_000220.jpg,Fire,1,0,0.9273,FN
img_000226.jpg,Fire,1,0,0.5311,FN
img_000232.jpg,Fire,1,0,0.6032,FN
img_000235.jpg,Fire,1,0,0.8064,FN
img_000238.jpg,Fire,1,0,0.9685,FN
img_000241.jpg,Fire,1,0,0.6967,FN
img_000244.jpg,Fire,1,0,0.9785,FN
img_000247.jpg,Fire,1,0,0.965,FN
img_000250.jpg,Fire,1,0,0.9868,FN
img_000253.jpg,Fire,1,0,0.9959,FN
img_000256.jpg,Fire,1,0,0.9993,FN
img_000259.jpg,Fire,1,0,0.999,FN
img_000262.jpg,Fire,1,0,0.9993,FN
img_000265.jpg,Fire,1,0,0.9948,FN
img_000268.jpg,Fire,1,0,0.9933,FN
img_000271.jpg,Fire,1,0,0.9885,FN
img_000288.jpg,Fire,1,0,0.999,FN
img_000291.jpg,Fire,1,0,0.9988,FN
img_000294.jpg,Fire,1,0,0.9996,FN
img_000297.jpg,Fire,1,0,0.9325,FN
img_000300.jpg,Fire,1,0,0.9575,FN
img_000303.jpg,Fire,1,0,0.9639,FN
img_000306.jpg,Fire,1,0,0.9872,FN
img_000309.jpg,Fire,1,0,0.9985,FN
img_000312.jpg,Fire,1,0,0.9975,FN
img_000315.jpg,Fire,1,0,0.8414,FN
img_000318.jpg,Fire,1,0,0.9987,FN
img_000321.jpg,Fire,1,0,0.9985,FN
img_000324.jpg,Fire,1,0,0.9986,FN
img_000327.jpg,Fire,1,0,0.998,FN
img_000330.jpg,Fire,1,0,0.9994,FN
img_000333.jpg,Fire,1,0,0.9991,FN
img_000336.jpg,Fire,1,0,0.9993,FN
img_000339.jpg,Fire,1,0,0.9993,FN
img_000342.jpg,Fire,1,0,0.9983,FN
img_000345.jpg,Fire,1,0,0.9967,FN
img_000348.jpg,Fire,1,0,0.9991,FN
img_000351.jpg,Fire,1,0,0.9982,FN
img_000354.jpg,Fire,1,0,0.9975,FN
img_000357.jpg,Fire,1,0,0.9982,FN
img_000360.jpg,Fire,1,0,0.999,FN
img_000363.jpg,Fire,1,0,0.991,FN
img_000366.jpg,Fire,1,0,0.9973,FN
img_000369.jpg,Fire,1,0,0.9958,FN
img_000372.jpg,Fire,1,0,0.9953,FN
img_000441.jpg,Fire,1,0,0.882,FN
img_000444.jpg,Fire,1,0,0.9172,FN
img_000450.jpg,Fire,1,0,0.7515,FN
img_000455.jpg,Fire,1,0,0.8193,FN
img_000459.jpg,Fire,1,0,0.9901,FN
img_000462.jpg,Fire,1,0,0.9392,FN
img_000465.jpg,Fire,1,0,0.7823,FN
img_000468.jpg,Fire,1,0,0.9968,FN
img_000471.jpg,Fire,1,0,0.9959,FN
img_000474.jpg,Fire,1,0,0.9963,FN
img_000480.jpg,Fire,1,0,0.96,FN
img_000483.jpg,Fire,1,0,0.961,FN
img_000486.jpg,Fire,1,0,0.5955,FN
img_000489.jpg,Fire,1,0,0.9243,FN
img_000498.jpg,Fire,1,0,0.9505,FN
img_000501.jpg,Fire,1,0,0.7926,FN
img_000504.jpg,Fire,1,0,0.8505,FN
img_000507.jpg,Fire,1,0,0.7507,FN
img_000510.jpg,Fire,1,0,0.9763,FN
img_000513.jpg,Fire,1,0,0.9306,FN
img_000516.jpg,Fire,1,0,0.8405,FN
img_000522.jpg,Fire,1,0,0.9589,FN
img_000525.jpg,Fire,1,0,0.6134,FN
img_000528.jpg,Fire,1,0,0.9914,FN
img_000531.jpg,Fire,1,0,0.6781,FN
img_000534.jpg,Fire,1,0,0.9895,FN
img_000543.jpg,Fire,1,0,0.8181,FN
img_000549.jpg,Fire,1,0,0.8782,FN
img_000552.jpg,Fire,1,0,0.5144,FN
img_000558.jpg,Fire,1,0,0.9914,FN
img_000580.jpg,Fire,1,0,0.9577,FN
img_000583.jpg,Fire,1,0,1.0,FN
img_000586.jpg,Fire,1,0,1.0,FN
img_000589.jpg,Fire,1,0,0.9999,FN
img_000592.jpg,Fire,1,0,1.0,FN
img_000595.jpg,Fire,1,0,0.9998,FN
img_000598.jpg,Fire,1,0,1.0,FN
img_000616.jpg,Fire,1,0,1.0,FN
img_000619.jpg,Fire,1,0,1.0,FN
img_000622.jpg,Fire,1,0,1.0,FN
img_000625.jpg,Fire,1,0,1.0,FN
img_000628.jpg,Fire,1,0,1.0,FN
img_000631.jpg,Fire,1,0,1.0,FN
img_000634.jpg,Fire,1,0,1.0,FN
img_000637.jpg,Fire,1,0,1.0,FN
img_000640.jpg,Fire,1,0,1.0,FN
img_000643.jpg,Fire,1,0,1.0,FN
img_000646.jpg,Fire,1,0,0.9993,FN
img_000649.jpg,Fire,1,0,0.9999,FN
img_000652.jpg,Fire,1,0,1.0,FN
img_000655.jpg,Fire,1,0,0.9996,FN
img_000658.jpg,Fire,1,0,1.0,FN
img_000661.jpg,Fire,1,0,1.0,FN
img_000664.jpg,Fire,1,0,1.0,FN
img_000667.jpg,Fire,1,0,1.0,FN
img_000670.jpg,Fire,1,0,0.9999,FN
img_000673.jpg,Fire,1,0,0.9987,FN
img_000676.jpg,Fire,1,0,1.0,FN
img_000679.jpg,Fire,1,0,1.0,FN
img_000682.jpg,Fire,1,0,1.0,FN
img_000685.jpg,Fire,1,0,0.9999,FN
img_000688.jpg,Fire,1,0,0.9999,FN
img_000691.jpg,Fire,1,0,0.9991,FN
img_000694.jpg,Fire,1,0,0.9987,FN
img_000697.jpg,Fire,1,0,0.9998,FN
img_000700.jpg,Fire,1,0,1.0,FN
img_000703.jpg,Fire,1,0,1.0,FN
img_000706.jpg,Fire,1,0,1.0,FN
img_000709.jpg,Fire,1,0,0.9998,FN
img_000730.jpg,Fire,1,0,0.9848,FN
img_000733.jpg,Fire,1,0,0.9922,FN
img_000736.jpg,Fire,1,0,0.9845,FN
img_000739.jpg,Fire,1,0,0.9988,FN
img_000742.jpg,Fire,1,0,0.9994,FN
img_000745.jpg,Fire,1,0,0.9999,FN
img_000748.jpg,Fire,1,0,0.9991,FN
img_000751.jpg,Fire,1,0,0.9968,FN
img_000754.jpg,Fire,1,0,0.9931,FN
img_000757.jpg,Fire,1,0,0.9989,FN
img_000760.jpg,Fire,1,0,0.9956,FN
img_000763.jpg,Fire,1,0,0.9918,FN
img_000766.jpg,Fire,1,0,0.9934,FN
img_000769.jpg,Fire,1,0,0.997,FN
img_000772.jpg,Fire,1,0,0.9992,FN
img_000775.jpg,Fire,1,0,0.9976,FN
img_000778.jpg,Fire,1,0,0.9988,FN
img_000781.jpg,Fire,1,0,0.9992,FN
img_000784.jpg,Fire,1,0,0.9993,FN
img_000787.jpg,Fire,1,0,0.9993,FN
img_000790.jpg,Fire,1,0,0.9983,FN
img_000793.jpg,Fire,1,0,0.9992,FN
img_000796.jpg,Fire,1,0,0.9961,FN
img_000799.jpg,Fire,1,0,0.9949,FN
img_000802.jpg,Fire,1,0,0.999,FN
img_000805.jpg,Fire,1,0,0.9994,FN
img_000808.jpg,Fire,1,0,0.9996,FN
img_000811.jpg,Fire,1,0,0.9998,FN
img_000814.jpg,Fire,1,0,1.0,FN
img_000817.jpg,Fire,1,0,0.9997,FN
img_000820.jpg,Fire,1,0,0.9998,FN
img_000823.jpg,Fire,1,0,0.9997,FN
img_000826.jpg,Fire,1,0,0.9979,FN
img_000829.jpg,Fire,1,0,0.9995,FN
img_000832.jpg,Fire,1,0,0.9895,FN
img_000835.jpg,Fire,1,0,0.9886,FN
img_000838.jpg,Fire,1,0,0.9995,FN
img_000841.jpg,Fire,1,0,0.997,FN
img_000844.jpg,Fire,1,0,0.992,FN
img_000847.jpg,Fire,1,0,0.998,FN
img_000850.jpg,Fire,1,0,1.0,FN
img_000853.jpg,Fire,1,0,0.9793,FN
img_000856.jpg,Fire,1,0,0.9825,FN
img_000859.jpg,Fire,1,0,0.9991,FN
img_000862.jpg,Fire,1,0,0.9683,FN
img_000865.jpg,Fire,1,0,0.9898,FN
img_000868.jpg,Fire,1,0,0.9037,FN
img_000871.jpg,Fire,1,0,0.9991,FN
img_000874.jpg,Fire,1,0,0.68,FN
img_000877.jpg,Fire,1,0,0.9906,FN
img_000880.jpg,Fire,1,0,0.9988,FN
img_000883.jpg,Fire,1,0,0.9682,FN
img_000886.jpg,Fire,1,0,0.9998,FN
img_000889.jpg,Fire,1,0,0.9949,FN
img_000892.jpg,Fire,1,0,1.0,FN
img_000895.jpg,Fire,1,0,1.0,FN
img_000898.jpg,Fire,1,0,1.0,FN
img_000901.jpg,Fire,1,0,0.9991,FN
img_000904.jpg,Fire,1,0,0.999,FN
img_000907.jpg,Fire,1,0,0.9996,FN
img_000910.jpg,Fire,1,0,0.9999,FN
